timestamp,open,high,low,close,volume,dollar_volume,bar_count,macd,macd_signal,macd_hist,rsi,trend,volatility,exhaustion,trend_norm,volatility_norm,exhaustion_norm,mss,regime
2024-02-26 15:56:39.438605,100.88875654559399,101.70635810289996,100.39142390192553,101.04889100241274,2430975.1664464255,245647344.62381703,1,0.0,0.0,0.0,,0.0,,,0.0,,,,
2024-02-27 15:56:39.438605,100.84137848548451,101.69132304803742,99.94916781900906,100.82024543352324,2157638.6019384824,217533653.40428174,1,-0.018239532560997418,-0.0036479065121994836,-0.014591626048797934,,0.0,,,0.0,,,,
2024-02-28 15:56:39.438605,102.17888127597041,102.46219192665258,101.90945485796492,102.18582339230875,2900883.711287724,296429190.6032725,1,0.07661308715971415,0.012404292222183245,0.06420879493753091,,0.0,,,0.0,,,,
2024-02-29 15:56:39.438605,105.12318324994678,106.35560583428244,104.44247901590255,105.3990424250925,4769230.899741009,502672369.9368647,1,0.4063798991041523,0.09119941359857706,0.3151804855055752,,0.0,,,0.0,,,,
2024-03-01 15:56:39.438605,104.70209321079793,105.4848300028556,104.43331393990424,104.95907197137993,3435476.361303677,360584410.662047,1,0.6250157423644112,0.1979626793517439,0.42705306301266727,,0.0,,,0.0,,,,
2024-03-02 15:56:39.438605,103.86543275133512,105.30632954783368,103.73561529186225,104.52097241984796,4289497.264135514,448342425.2397214,1,0.7542408320630472,0.30921830989400456,0.4450225221690426,,0.0,,,0.0,,,,
2024-03-03 15:56:39.438605,108.13286225354065,108.64398904706974,107.21366494620715,107.92882699663843,2231914.7821825896,240887944.39742467,1,1.1187418704932668,0.47112302201385703,0.6476188484794098,,0.0,,,0.0,,,,
2024-03-04 15:56:39.438605,108.04244435496294,111.63209184227155,107.67387765315972,109.65298474771564,3348565.065330449,367180154.03541315,1,1.5291100617083657,0.6827204299527588,0.8463896317556069,,0.0,,,0.0,,,,
2024-03-05 15:56:39.438605,108.55491353504824,108.96481865681075,108.40027260391919,108.68254563036497,4498687.427381289,488928801.60311615,1,1.7557838994619175,0.8973331238545906,0.8584507756073269,,0.0,,,0.0,,,,
2024-03-06 15:56:39.438605,109.86290749670408,111.74964834181837,108.09685458941915,109.92325146561876,1784219.9950293703,196127263.18359852,1,2.0123421136257065,1.1203349218088139,0.8920071918168926,,0.0,,,0.0,,,,
